marca_telefono,modelo_telefono,tienda,precio_usd,almacenamiento,ram,fecha_lanzamiento,dimensiones,peso,tipo_pantalla,tama̱o_pantalla,resolucion_pantalla,sistema operativo,nfc,usb,bateria,caracteristicas_sensores,colores,video,chipset,cpu,gpu,a̱o,plegable,densidad ppi, quantile_10,quantile_50,quantile_90,rango_precio,tipo_os,version_os,tama̱o_bateria,colores_disponibles,empresa_chip,n̼cleo_cpu,empresa_gpu,huella digital,resolucion_video
15,259,1,146.97,128,6,2023-12-16,90,200.0,247,6.5,1,178,1,3,5000,14,94,5,76,71,44,2023-01-01,0,396,118.514,329.99,999.99,2,0,5,1,4,6,3,3,4,0
15,259,1,214.41,128,8,2023-12-16,90,200.0,247,6.5,1,178,1,3,5000,14,94,5,76,71,44,2023-01-01,0,396,118.514,329.99,999.99,2,0,5,1,4,6,3,3,4,0
15,259,1,199.32,256,8,2023-12-16,90,200.0,247,6.5,1,178,1,3,5000,14,94,5,76,71,44,2023-01-01,0,396,118.514,329.99,999.99,2,0,5,1,4,6,3,3,4,0
15,318,1,1100.52,512,12,2024-01-24,182,232.0,85,6.8,46,188,1,26,5000,59,395,111,145,2,26,2024-01-01,0,505,161.707,550.45,1375.35,2,0,5,1,7,7,0,0,5,2
15,318,1,1239.84,1000,12,2024-01-24,182,232.0,85,6.8,46,188,1,26,5000,59,395,111,145,2,26,2024-01-01,0,505,161.707,550.45,1375.35,2,0,5,1,7,7,0,0,5,2
15,319,1,863.63,512,12,2024-01-24,57,196.0,85,6.7,46,188,1,26,4900,59,311,116,146,2,27,2024-01-01,0,513,161.707,550.45,1375.35,2,0,5,1,7,7,0,0,5,2
15,271,1,265.59,128,8,2024-03-15,155,209.0,229,6.6,1,182,1,5,5000,36,206,97,11,113,54,2024-01-01,0,390,161.707,550.45,1375.35,2,0,5,1,4,1,3,3,5,1
15,271,1,312.08,256,8,2024-03-15,155,209.0,229,6.6,1,182,1,5,5000,36,206,97,11,113,54,2024-01-01,0,390,161.707,550.45,1375.35,2,0,5,1,4,1,3,3,5,1
15,280,1,344.52,256,8,2024-03-15,126,213.0,235,6.6,1,182,1,5,5000,36,206,97,12,121,72,2024-01-01,0,390,161.707,550.45,1375.35,2,0,5,1,4,1,3,5,5,1
15,280,1,379.03,256,12,2024-03-15,126,213.0,235,6.6,1,182,1,5,5000,36,206,97,12,121,72,2024-01-01,0,390,161.707,550.45,1375.35,2,0,5,1,4,1,3,5,5,1
15,294,1,353.14,256,8,2024-03-28,257,180.0,228,6.7,4,161,1,5,5000,44,142,98,124,17,12,2024-01-01,0,393,161.707,550.45,1375.35,2,0,5,1,2,7,3,0,5,1
15,316,1,668.52,256,8,2024-01-24,14,167.0,85,6.2,1,188,1,26,4000,59,311,116,146,2,27,2024-01-01,0,416,161.707,550.45,1375.35,2,0,5,2,7,7,0,0,5,2
15,316,1,755.89,512,8,2024-01-24,14,167.0,85,6.2,1,188,1,26,4000,59,311,116,146,2,27,2024-01-01,0,416,161.707,550.45,1375.35,2,0,5,2,7,7,0,0,5,2
15,291,1,249.48,256,8,2024-05-24,181,222.0,229,6.6,1,161,1,5,6000,17,141,96,11,113,54,2024-01-01,0,390,161.707,550.45,1375.35,2,0,5,4,3,1,3,3,4,1
15,328,1,729.01,512,12,2024-07-24,383,187.0,96,6.7,12,162,1,28,4000,26,412,63,145,2,26,2024-01-01,1,426,161.707,550.45,1375.35,2,0,5,2,7,7,0,0,4,1
15,288,1,160.37,128,6,2024-04-05,91,217.0,247,6.5,1,160,1,3,6000,17,222,6,42,71,44,2024-01-01,0,396,161.707,550.45,1375.35,1,0,5,4,3,6,3,3,4,0
15,332,1,1274.29,512,12,2024-07-24,375,239.0,96,7.6,55,183,1,28,4400,26,287,160,145,2,26,2024-01-01,1,374,161.707,550.45,1375.35,2,0,5,2,5,7,0,0,4,2
15,332,1,1476.36,1000,12,2024-07-24,375,239.0,96,7.6,55,183,1,28,4400,26,287,160,145,2,26,2024-01-01,1,374,161.707,550.45,1375.35,0,0,5,2,5,7,0,0,4,2
15,317,1,808.92,256,8,2024-10-03,171,213.0,83,6.7,1,161,1,28,4700,36,91,146,16,0,75,2024-01-01,0,385,161.707,550.45,1375.35,2,0,5,1,5,1,4,5,5,2
15,317,1,873.72,512,8,2024-10-03,171,213.0,83,6.7,1,161,1,28,4700,36,91,146,16,0,75,2024-01-01,0,385,161.707,550.45,1375.35,2,0,5,1,5,1,4,5,5,2
15,265,1,203.81,256,8,2023-12-16,120,197.0,229,6.5,1,182,1,3,5000,17,95,103,9,84,51,2023-01-01,0,396,118.514,329.99,999.99,2,0,5,1,4,1,3,3,4,1
15,260,1,183.46,128,6,2023-12-16,90,200.0,247,6.5,1,178,1,3,5000,17,96,6,42,71,44,2023-01-01,0,396,118.514,329.99,999.99,2,0,5,1,4,6,3,3,4,0
15,257,1,97.2,128,4,2023-03-27,344,201.0,218,6.6,5,124,1,3,5000,31,32,5,88,65,41,2023-01-01,0,400,118.514,329.99,999.99,1,0,4,1,4,6,3,3,4,0
15,257,1,152.92,128,6,2023-03-27,344,201.0,218,6.6,5,124,1,3,5000,31,32,5,88,65,41,2023-01-01,0,400,118.514,329.99,999.99,2,0,4,1,4,6,3,3,4,0
15,312,1,535.68,256,8,2023-02-17,7,168.0,76,6.1,1,141,1,28,3900,59,321,115,141,58,23,2023-01-01,0,425,118.514,329.99,999.99,2,0,4,2,6,7,3,0,5,2
15,312,1,700.34,512,8,2023-02-17,7,168.0,76,6.1,1,141,1,28,3900,59,321,115,141,58,23,2023-01-01,0,425,118.514,329.99,999.99,2,0,4,2,6,7,3,0,5,2
15,258,1,150.12,128,4,2023-01-12,344,202.0,220,6.6,5,148,1,3,5000,27,48,5,10,85,53,2023-01-01,0,400,118.514,329.99,999.99,2,0,4,1,4,1,3,3,4,0
15,258,1,201.83,128,6,2023-01-12,344,202.0,220,6.6,5,148,1,3,5000,27,48,5,10,85,53,2023-01-01,0,400,118.514,329.99,999.99,2,0,4,1,4,1,3,3,4,0
15,315,1,863.99,512,8,2023-02-17,47,196.0,76,6.6,1,141,1,28,4700,59,321,115,141,58,23,2023-01-01,0,393,118.514,329.99,999.99,2,0,4,1,6,7,3,0,5,2
15,270,1,236.47,256,8,2023-03-24,135,199.0,229,6.6,1,140,1,5,5000,36,226,95,36,88,52,2023-01-01,0,390,118.514,329.99,999.99,2,0,4,1,4,6,3,3,5,1
15,314,1,808.92,512,12,2023-02-17,229,234.0,76,6.8,45,141,1,28,5000,59,323,115,141,58,23,2023-01-01,0,500,118.514,329.99,999.99,2,0,4,1,9,7,3,0,5,2
15,314,1,949.55,1000,12,2023-02-17,229,234.0,76,6.8,45,141,1,28,5000,59,323,115,141,58,23,2023-01-01,0,500,118.514,329.99,999.99,2,0,4,1,9,7,3,0,5,2
15,279,1,307.8,128,8,2023-03-24,51,202.0,235,6.4,1,140,1,5,5000,38,227,96,11,113,54,2023-01-01,0,403,118.514,329.99,999.99,2,0,4,1,4,1,3,3,5,1
15,279,1,361.8,256,8,2023-03-24,51,202.0,235,6.4,1,140,1,5,5000,38,227,96,11,113,54,2023-01-01,0,403,118.514,329.99,999.99,2,0,4,1,4,1,3,3,5,1
15,331,1,1238.76,512,12,2023-08-11,376,253.0,93,7.6,53,141,1,28,4400,26,208,161,141,58,23,2023-01-01,1,373,118.514,329.99,999.99,0,0,4,2,5,7,3,0,4,2
15,331,1,971.94,1000,12,2023-08-11,376,253.0,93,7.6,53,141,1,28,4400,26,208,161,141,58,23,2023-01-01,1,373,118.514,329.99,999.99,2,0,4,2,5,7,3,0,4,2
15,327,1,521.56,512,8,2023-08-11,383,187.0,95,6.7,12,147,1,28,3700,26,273,64,141,58,23,2023-01-01,1,425,118.514,329.99,999.99,2,0,4,2,8,7,3,0,4,1
15,250,1,119.06,128,4,2023-10-18,346,194.0,220,6.7,4,112,1,3,5000,30,61,2,106,114,2,2023-01-01,0,393,118.514,329.99,999.99,2,0,4,1,4,7,3,0,4,0
15,250,1,140.42,128,6,2023-10-18,346,194.0,220,6.7,4,112,1,3,5000,30,61,2,106,114,2,2023-01-01,0,393,118.514,329.99,999.99,2,0,4,1,4,7,3,0,4,0
15,324,1,793.36,256,12,2023-10-16,373,627.0,129,12.4,50,139,0,6,10090,21,274,101,11,113,54,2023-01-01,0,243,118.514,329.99,999.99,2,0,4,4,4,1,3,3,4,1
15,313,1,442.79,256,8,2023-10-05,48,209.0,80,6.4,1,140,1,32,4500,36,272,130,15,26,74,2023-01-01,0,403,118.514,329.99,999.99,2,0,4,1,6,1,3,5,5,2
15,247,1,113.76,32,4,2022-11-07,277,188.0,218,6.5,60,80,0,5,5000,2,31,5,82,108,70,2022-01-01,0,270,114.99,246.27,790.56,1,0,3,1,3,6,3,4,0,0
15,268,1,108.0,128,4,2021-01-22,279,205.0,260,6.5,60,56,1,5,5000,17,13,67,47,66,45,2021-01-01,0,270,127.03,249.99,581.99,1,0,1,1,4,6,3,3,4,1
15,268,1,139.63,128,6,2021-01-22,279,205.0,260,6.5,60,56,1,5,5000,17,13,67,47,66,45,2021-01-01,0,270,127.03,249.99,581.99,2,0,1,1,4,6,3,3,4,1
15,242,1,151.09,32,3,2021-01-27,262,206.0,218,6.5,60,12,0,33,5000,0,22,5,78,126,69,2021-01-01,0,270,127.03,249.99,581.99,2,0,0,1,2,6,4,4,0,0
15,242,1,259.09,32,4,2021-01-27,262,206.0,218,6.5,60,12,0,33,5000,0,22,5,78,126,69,2021-01-01,0,270,127.03,249.99,581.99,2,0,0,1,2,6,4,4,0,0
15,305,1,316.44,256,8,2021-01-29,26,169.0,78,6.2,4,41,1,28,4000,59,331,135,13,33,66,2021-01-01,0,421,127.03,249.99,581.99,2,0,1,2,4,1,3,3,5,2
15,308,1,352.08,256,8,2021-01-29,146,200.0,78,6.7,4,41,1,28,4800,59,327,135,13,33,66,2021-01-01,0,394,127.03,249.99,581.99,2,0,1,1,6,1,3,3,5,2
15,307,1,508.56,256,12,2021-01-29,312,227.0,81,6.8,48,41,1,28,5000,59,326,135,13,33,66,2021-01-01,0,515,127.03,249.99,581.99,2,0,1,1,6,1,3,3,5,2
15,307,1,548.85,512,12,2021-01-29,312,227.0,81,6.8,48,41,1,28,5000,59,326,135,13,33,66,2021-01-01,0,515,127.03,249.99,581.99,2,0,1,1,6,1,3,3,5,2
15,307,1,755.99,512,16,2021-01-29,312,227.0,81,6.8,48,41,1,28,5000,59,326,135,13,33,66,2021-01-01,0,515,127.03,249.99,581.99,0,0,1,1,6,1,3,3,5,2
15,252,1,196.88,32,3,2020-12-21,261,205.0,218,6.5,60,16,1,3,5000,13,71,5,82,111,70,2020-01-01,0,270,100.8,196.81,491.512,2,0,0,1,4,6,3,4,4,0
15,252,1,145.8,64,4,2020-12-21,261,205.0,218,6.5,60,16,1,3,5000,13,71,5,82,111,70,2020-01-01,0,270,100.8,196.81,491.512,2,0,0,1,4,6,3,4,4,0
15,252,1,124.37,128,3,2020-12-21,261,205.0,218,6.5,60,16,1,3,5000,13,71,5,82,111,70,2020-01-01,0,270,100.8,196.81,491.512,2,0,0,1,4,6,3,4,4,0
15,243,1,140.39,32,2,2021-01-04,277,196.0,218,6.5,60,16,0,3,5000,2,81,5,95,125,1,2021-01-01,0,270,127.03,249.99,581.99,2,0,0,1,4,7,3,0,0,0
15,303,1,383.39,256,12,2020-03-06,336,222.0,79,6.9,48,22,1,28,5000,59,133,136,23,91,65,2020-01-01,0,511,100.8,196.81,491.512,2,0,0,1,3,1,3,3,5,2
15,303,1,538.92,512,16,2020-03-06,336,222.0,79,6.9,48,22,1,28,5000,59,133,136,23,91,65,2020-01-01,0,511,100.8,196.81,491.512,0,0,0,1,3,1,3,3,5,2
15,266,1,193.32,128,4,2020-04-27,71,185.0,223,6.4,4,8,1,5,5000,36,339,5,87,63,41,2020-01-01,0,411,100.8,196.81,491.512,2,0,0,1,4,6,3,3,5,0
15,274,1,193.32,128,8,2020-04-29,62,187.0,223,6.5,4,21,1,5,4500,44,343,69,19,72,63,2020-01-01,0,405,100.8,196.81,491.512,2,0,0,1,3,1,3,3,5,1
15,285,1,119.87,64,4,2020-05-04,141,197.0,218,6.4,59,16,0,3,5000,11,52,5,95,125,1,2020-01-01,0,268,100.8,196.81,491.512,2,0,0,1,3,7,3,0,3,0
15,296,1,463.9,256,8,2020-08-21,151,192.0,227,6.7,4,21,1,28,4300,59,285,136,23,91,65,2020-01-01,0,393,100.8,196.81,491.512,2,0,0,2,5,1,3,3,5,2
15,297,1,729.0,256,8,2020-08-21,302,208.0,75,6.9,45,21,1,28,4500,59,284,136,23,91,65,2020-01-01,0,496,100.8,196.81,491.512,0,0,0,1,3,1,3,3,5,2
15,297,1,505.16,256,12,2020-08-21,302,208.0,75,6.9,45,21,1,28,4500,59,284,136,23,91,65,2020-01-01,0,496,100.8,196.81,491.512,0,0,0,1,3,1,3,3,5,2
15,325,1,347.76,256,8,2021-08-27,385,183.0,94,6.7,12,66,1,5,3300,26,324,64,132,30,14,2021-01-01,1,426,127.03,249.99,581.99,2,0,1,3,11,7,3,0,4,1
15,304,1,429.83,128,12,2020-03-06,162,188.0,77,6.7,48,22,1,28,4500,59,125,136,23,91,65,2020-01-01,0,525,100.8,196.81,491.512,2,0,0,1,6,1,3,3,5,2
15,304,1,604.79,256,12,2020-03-06,162,188.0,77,6.7,48,22,1,28,4500,59,125,136,23,91,65,2020-01-01,0,525,100.8,196.81,491.512,0,0,0,1,6,1,3,3,5,2
15,261,1,132.6,128,4,2021-07-01,72,186.0,246,6.4,60,56,1,3,5000,17,76,5,90,64,41,2021-01-01,0,274,127.03,249.99,581.99,2,0,1,1,4,6,3,3,4,0
15,261,1,168.31,128,6,2021-07-01,72,186.0,246,6.4,60,56,1,3,5000,17,76,5,90,64,41,2021-01-01,0,274,127.03,249.99,581.99,2,0,1,1,4,6,3,3,4,0
15,275,1,320.76,128,6,2021-03-26,84,189.0,247,6.5,4,66,1,5,4500,36,15,100,112,81,5,2021-01-01,0,407,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,275,1,171.23,128,8,2021-03-26,84,189.0,247,6.5,4,66,1,5,4500,36,15,100,112,81,5,2021-01-01,0,407,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,275,1,540.0,256,6,2021-03-26,84,189.0,247,6.5,4,66,1,5,4500,36,15,100,112,81,5,2021-01-01,0,407,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,276,1,343.43,128,8,2021-03-19,84,189.0,238,6.5,4,66,1,5,4500,36,15,100,116,78,6,2021-01-01,0,407,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,276,1,288.08,256,8,2021-03-19,84,189.0,238,6.5,4,66,1,5,4500,36,15,100,116,78,6,2021-01-01,0,407,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,267,1,266.59,128,4,2021-02-25,61,184.0,247,6.4,4,56,1,5,5000,36,13,5,90,64,41,2021-01-01,0,411,127.03,249.99,581.99,2,0,1,1,4,6,3,3,5,0
15,283,1,397.43,128,8,2021-03-26,311,203.0,247,6.7,4,48,1,5,5000,36,15,100,112,81,5,2021-01-01,0,394,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,283,1,464.39,256,6,2021-03-26,311,203.0,247,6.7,4,48,1,5,5000,36,15,100,112,81,5,2021-01-01,0,394,127.03,249.99,581.99,2,0,1,1,4,7,3,0,5,1
15,289,1,238.29,128,6,2021-06-28,73,180.0,247,6.4,4,56,1,5,5000,17,47,5,90,64,41,2021-01-01,0,411,127.03,249.99,581.99,2,0,1,1,2,6,3,3,4,0
15,286,1,184.28,32,4,2021-04-30,263,212.0,220,6.5,60,36,1,3,5000,13,23,5,17,101,40,2021-01-01,0,270,127.03,249.99,581.99,2,0,1,1,3,1,3,3,4,0
15,253,1,131.58,32,4,2021-08-09,261,205.0,218,6.5,60,57,1,3,5000,13,27,5,17,101,40,2021-01-01,0,270,127.03,249.99,581.99,2,0,1,1,3,1,3,3,4,0
16,336,1,1131.84,512,12,2024-06-03,166,192.0,173,6.5,1,174,1,31,5000,24,55,14,144,55,25,2024-01-01,0,396,161.707,550.45,1375.35,2,0,5,1,4,7,3,0,4,1
16,334,1,645.27,512,12,2022-06-11,307,185.0,193,6.5,51,91,1,31,5000,24,66,14,135,41,19,2022-01-01,0,643,114.99,246.27,790.56,2,0,3,1,3,7,3,0,4,1
16,335,1,1049.81,512,12,2023-07-28,308,187.0,193,6.5,51,142,1,31,5000,24,45,14,139,51,23,2023-01-01,0,643,118.514,329.99,999.99,0,0,4,1,3,7,3,0,4,1
16,340,1,754.92,256,8,2022-09-22,39,172.0,193,6.1,11,91,1,31,5000,24,200,14,135,41,19,2022-01-01,0,449,114.99,246.27,790.56,2,0,3,1,3,7,3,0,4,1
16,337,1,208.76,256,6,2021-06-11,33,169.0,201,6.0,11,53,1,16,4500,31,70,101,108,69,6,2021-01-01,0,457,127.03,249.99,581.99,2,0,1,1,4,7,3,0,4,1
16,339,1,453.06,256,8,2021-10-08,41,168.0,193,6.1,11,53,1,21,4500,24,36,14,132,30,14,2021-01-01,0,449,127.03,249.99,581.99,2,0,1,1,3,7,3,0,4,1
16,333,1,489.83,512,12,2021-08-25,307,186.0,193,6.5,51,53,1,21,4500,24,166,14,132,30,14,2021-01-01,0,643,127.03,249.99,581.99,2,0,1,1,3,7,3,0,4,1
17,342,1,92.56,256,6,2023-04-04,345,190.0,133,6.75,60,128,1,3,5010,30,144,5,81,108,70,2023-01-01,0,260,118.514,329.99,999.99,1,0,4,1,2,6,3,4,4,0
17,343,1,250.37,256,6,2024-04-08,348,195.0,147,6.78,10,167,1,3,5010,31,262,5,74,64,41,2024-01-01,0,396,161.707,550.45,1375.35,2,0,5,1,2,6,3,3,4,0
18,344,1,496.78,256,12,2024-04-04,323,198.0,4,6.78,8,154,1,3,6000,44,119,7,41,83,44,2024-01-01,0,393,161.707,550.45,1375.35,2,0,5,4,2,6,3,3,5,0
18,348,1,124.14,128,4,2023-12-07,243,195.2122663551402,129,6.6,62,114,0,32,5000,13,283,5,153,61,46,2023-01-01,0,267,118.514,329.99,999.99,2,0,4,1,4,8,3,3,4,0
18,347,1,118.57,64,3,2023-01-24,254,195.2122663551402,108,6.6,60,72,0,5,5000,11,152,5,79,127,70,2023-01-01,0,267,118.514,329.99,999.99,2,0,3,1,4,6,4,4,3,0
18,346,1,172.78,256,8,2023-03-22,351,208.0,129,6.8,10,117,1,5,5000,31,375,8,89,64,41,2023-01-01,0,396,118.514,329.99,999.99,2,0,4,1,2,6,3,3,4,0
18,345,1,157.62,128,8,2023-04-07,287,195.2122663551402,129,6.6,62,117,0,5,5000,30,29,5,40,71,44,2023-01-01,0,267,118.514,329.99,999.99,2,0,4,1,3,6,3,3,4,0
19,467,1,520.11,256,8,2021-11-23,247,175.0,122,6.58,5,29,1,32,4100,25,124,6,43,71,44,2021-01-01,0,401,127.03,249.99,581.99,2,0,1,2,2,6,3,3,4,0
19,463,1,732.18,512,12,2024-07-03,274,190.0,73,6.78,32,152,1,5,5500,44,386,104,126,23,17,2024-01-01,0,453,161.707,550.45,1375.35,2,0,5,0,5,7,3,0,5,1
19,460,1,142.61,256,8,2021-05-06,77,176.0,70,6.44,4,28,1,5,4000,44,148,66,54,83,45,2021-01-01,0,409,127.03,249.99,581.99,2,0,1,2,3,6,3,3,5,1
19,461,1,523.32,256,8,2023-09-01,273,186.0,23,6.78,32,133,1,5,4600,44,363,101,119,18,11,2023-01-01,0,453,118.514,329.99,999.99,2,0,4,1,4,7,3,0,5,1
19,462,1,752.75,256,8,2024-03-04,286,186.0,41,6.78,32,170,1,5,5000,44,86,103,126,23,17,2024-01-01,0,453,161.707,550.45,1375.35,2,0,5,1,4,7,3,0,5,1
20,396,1,196.81,128,6,2020-09-08,318,215.0,116,6.67,4,15,1,5,5160,25,118,68,114,82,5,2020-01-01,0,395,100.8,196.81,491.512,2,0,0,1,2,7,3,0,4,1
20,387,1,172.79,128,6,2021-05-22,159,190.0,132,6.5,4,30,1,3,5000,25,334,5,43,71,44,2021-01-01,0,405,127.03,249.99,581.99,2,0,1,1,3,6,3,3,4,0
20,411,1,91.79,64,3,2023-01-01,355,192.0,126,6.71,64,73,1,33,5000,7,184,5,91,64,41,2023-01-01,0,268,118.514,329.99,999.99,1,0,3,1,4,6,3,3,3,0
20,411,1,104.94,64,4,2023-01-01,355,192.0,126,6.71,64,73,1,33,5000,7,184,5,91,64,41,2023-01-01,0,268,118.514,329.99,999.99,1,0,3,1,4,6,3,3,3,0
20,411,1,121.6,128,4,2023-01-01,355,192.0,126,6.71,64,73,1,33,5000,7,184,5,91,64,41,2023-01-01,0,268,118.514,329.99,999.99,2,0,3,1,4,6,3,3,3,0
20,411,1,127.43,128,6,2023-01-01,355,192.0,126,6.71,64,73,1,33,5000,7,184,5,91,64,41,2023-01-01,0,268,118.514,329.99,999.99,2,0,3,1,4,6,3,3,3,0
20,414,1,152.28,128,6,2023-12-16,347,192.0,136,6.74,60,118,0,3,5000,14,372,5,42,71,44,2023-01-01,0,260,118.514,329.99,999.99,2,0,4,1,3,6,3,3,4,0
20,353,1,529.19,256,8,2021-12-31,234,204.0,158,6.73,48,73,1,5,4600,40,194,119,135,41,19,2021-01-01,0,521,127.03,249.99,581.99,2,0,3,1,4,7,3,0,5,2
20,353,1,525.73,256,12,2021-12-31,234,204.0,158,6.73,48,73,1,5,4600,40,194,119,135,41,19,2021-01-01,0,521,127.03,249.99,581.99,2,0,3,1,4,7,3,0,5,2
20,438,1,204.12,128,8,2022-11-01,210,187.0,22,6.67,4,73,1,5,5000,25,167,83,36,88,52,2022-01-01,0,395,114.99,246.27,790.56,2,0,3,1,4,6,3,3,4,1
20,438,1,255.54,256,8,2022-11-01,210,187.0,22,6.67,4,73,1,5,5000,25,167,83,36,88,52,2022-01-01,0,395,114.99,246.27,790.56,2,0,3,1,4,6,3,3,4,1
20,438,1,236.52,256,12,2022-11-01,210,187.0,22,6.67,4,73,1,5,5000,25,167,83,36,88,52,2022-01-01,0,395,114.99,246.27,790.56,2,0,3,1,4,6,3,3,4,1
20,355,1,430.92,256,8,2022-10-06,213,205.0,51,6.67,25,104,1,5,5000,50,59,131,137,50,19,2022-01-01,0,446,114.99,246.27,790.56,2,0,3,1,3,7,3,0,5,2
20,355,1,390.95,256,12,2022-10-06,213,205.0,51,6.67,25,104,1,5,5000,50,59,131,137,50,19,2022-01-01,0,446,114.99,246.27,790.56,2,0,3,1,3,7,3,0,5,2
20,420,1,77.75,32,3,2022-09-23,304,192.0,120,6.52,60,70,0,33,5000,7,223,5,79,127,70,2022-01-01,0,269,114.99,246.27,790.56,1,0,3,1,3,6,4,4,3,0
20,391,1,116.63,128,4,2022-09-13,264,201.0,140,6.58,5,104,1,5,5000,31,42,5,76,71,44,2022-01-01,0,401,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,0
20,391,1,172.79,128,6,2022-09-13,264,201.0,140,6.58,5,104,1,5,5000,31,42,5,76,71,44,2022-01-01,0,401,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,0
20,392,1,145.79,128,4,2022-09-06,101,178.8,46,6.43,4,73,1,3,5000,17,195,83,93,70,60,2022-01-01,0,409,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,1
20,392,1,170.63,128,6,2022-09-06,101,178.8,46,6.43,4,73,1,3,5000,17,195,83,93,70,60,2022-01-01,0,409,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,1
20,392,1,209.19,256,8,2022-09-06,101,178.8,46,6.43,4,73,1,3,5000,17,195,83,93,70,60,2022-01-01,0,409,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,1
20,388,1,196.99,128,6,2022-10-07,264,200.0,140,6.58,5,73,1,5,5000,31,337,5,43,71,44,2022-01-01,0,401,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,0
20,354,1,355.32,256,8,2022-10-06,213,202.0,53,6.67,25,105,1,5,5000,50,59,75,59,123,49,2022-01-01,0,446,114.99,246.27,790.56,2,0,3,1,3,6,3,3,5,1
20,437,1,113.66,128,4,2023-03-30,326,183.5,6,6.67,4,144,1,5,5000,25,313,5,107,122,2,2023-01-01,0,395,118.514,329.99,999.99,1,0,4,1,3,7,3,0,4,0
20,437,1,162.53,128,6,2023-03-30,326,183.5,6,6.67,4,144,1,5,5000,25,313,5,107,122,2,2023-01-01,0,395,118.514,329.99,999.99,2,0,4,1,3,7,3,0,4,0
20,437,1,212.19,128,8,2023-03-30,326,183.5,6,6.67,4,144,1,5,5000,25,313,5,107,122,2,2023-01-01,0,395,118.514,329.99,999.99,2,0,4,1,3,7,3,0,4,0
20,437,1,152.47,256,8,2023-03-30,326,183.5,6,6.67,4,144,1,5,5000,25,313,5,107,122,2,2023-01-01,0,395,118.514,329.99,999.99,2,0,4,1,3,7,3,0,4,0
20,422,1,102.44,32,3,2023-03-24,304,192.0,120,6.52,60,71,0,33,5000,7,1,5,71,105,70,2023-01-01,0,269,118.514,329.99,999.99,1,0,3,1,3,6,3,4,3,0
20,421,1,80.99,64,3,2023-03-24,304,192.0,120,6.52,60,71,0,33,5000,0,1,5,71,105,70,2023-01-01,0,269,118.514,329.99,999.99,1,0,3,1,3,6,3,4,0,0
20,358,1,376.92,256,8,2023-03-08,68,171.0,58,6.55,4,75,1,5,4500,44,50,83,124,17,12,2023-01-01,0,402,118.514,329.99,999.99,2,0,3,1,3,7,3,0,5,1
20,357,1,677.83,256,8,2022-12-14,29,185.0,9,6.36,4,145,1,5,4500,56,407,117,139,51,23,2022-01-01,0,414,114.99,246.27,790.56,2,0,4,1,9,7,3,0,5,2
20,357,1,1056.22,256,12,2022-12-14,29,185.0,9,6.36,4,145,1,5,4500,56,407,117,139,51,23,2022-01-01,0,414,114.99,246.27,790.56,0,0,4,1,9,7,3,0,5,2
20,401,1,302.39,256,8,2023-02-07,202,181.0,22,6.67,4,93,1,5,5000,25,5,88,119,18,11,2023-01-01,0,395,118.514,329.99,999.99,2,0,3,1,3,7,3,0,4,1
20,400,1,240.68,256,8,2023-02-07,329,189.0,231,6.67,4,74,1,5,5000,25,217,5,109,79,6,2023-01-01,0,395,118.514,329.99,999.99,2,0,3,1,3,7,3,0,4,0
20,436,1,107.99,128,6,2023-01-11,329,188.0,3,6.67,4,76,1,5,5000,25,168,5,102,67,6,2023-01-01,0,395,118.514,329.99,999.99,1,0,3,1,3,7,3,0,4,0
20,436,1,170.12,256,8,2023-01-11,329,188.0,3,6.67,4,76,1,5,5000,25,168,5,102,67,6,2023-01-01,0,395,118.514,329.99,999.99,2,0,3,1,3,7,3,0,4,0
20,440,1,228.92,256,12,2022-11-01,203,208.4,192,6.67,4,104,1,5,5000,32,3,83,36,88,52,2022-01-01,0,395,114.99,246.27,790.56,2,0,3,1,4,6,3,3,4,1
20,441,1,167.39,128,6,2023-04-26,83,176.0,66,6.43,4,118,1,3,5000,25,310,5,92,70,44,2023-01-01,0,409,118.514,329.99,999.99,2,0,4,1,3,6,3,3,4,0
20,441,1,168.48,256,8,2023-04-26,83,176.0,66,6.43,4,118,1,3,5000,25,310,5,92,70,44,2023-01-01,0,409,118.514,329.99,999.99,2,0,4,1,3,6,3,3,4,0
20,398,1,204.11,256,8,2022-06-27,233,200.0,118,6.6,10,74,1,5,5080,33,28,94,57,123,49,2022-01-01,0,407,114.99,246.27,790.56,2,0,3,1,3,6,3,3,4,1
20,407,1,89.22,32,3,2022-03-31,306,194.0,120,6.53,60,31,0,33,5000,11,108,5,80,99,70,2022-01-01,0,269,114.99,246.27,790.56,1,0,1,1,3,6,3,4,3,0
